Mask ID,Cell ID,Z-plane,Z-span,Principal Plane,egfp,dtom,slc17a6,slc32a1,slc5a7,phox2b,ralyl,tenm2,ebf3,pcp4,tshz2,alcam,celf2,meis2,rph3a,robo1,syt1,zfhx3,Area
1231,MC_SC_17_s01R_499,26,4,2,False,False,True,False,False,5,4,14,0,9,1,0,2,4,11,0,2,5,1637.0
1235,MC_SC_17_s01R_500,26,4,3,False,False,False,True,False,1,2,4,0,4,0,1,1,0,0,0,0,1,741.0
1238,MC_SC_17_s01R_501,26,5,3,False,False,False,True,False,0,10,9,0,42,4,7,0,3,14,3,6,0,1617.0
1239,MC_SC_17_s01R_502,26,4,3,False,False,False,True,False,0,17,7,0,0,0,8,0,5,1,2,1,2,1674.0
1241,MC_SC_17_s01R_503,26,4,2,False,False,True,False,False,0,22,26,16,106,1,0,0,1,5,8,5,0,2350.0
1242,MC_SC_17_s01R_504,26,6,4,False,False,True,False,False,106,23,26,17,66,1,1,3,1,2,5,5,6,2173.0
1243,MC_SC_17_s01R_505,26,3,2,False,False,False,True,False,0,5,10,0,1,0,8,1,0,0,0,0,4,856.0
1248,MC_SC_17_s01R_506,27,2,1,False,False,False,True,False,0,1,14,1,2,0,0,0,0,1,2,0,1,1946.0
1250,MC_SC_17_s01R_507,27,3,2,False,False,False,True,False,0,13,7,0,41,0,7,1,3,11,4,2,3,2213.0
1254,MC_SC_17_s01R_508,27,4,3,False,False,False,True,False,0,3,13,0,9,1,0,3,0,0,4,1,2,1741.0
1255,MC_SC_17_s01R_509,27,4,2,False,False,True,False,False,15,3,0,0,26,0,0,0,1,0,2,0,0,988.0
1257,MC_SC_17_s01R_510,27,3,2,False,False,True,False,False,0,22,2,2,11,0,2,0,2,3,0,0,0,1895.0
1260,MC_SC_17_s01R_511,27,4,2,False,False,False,True,False,0,0,7,0,10,1,0,2,1,0,2,0,3,1559.0
1261,MC_SC_17_s01R_512,27,5,3,False,False,False,True,False,1,10,17,1,24,0,2,5,3,74,6,2,4,3974.0
1263,MC_SC_17_s01R_513,27,7,4,False,False,False,True,False,9,52,32,0,27,1,22,0,3,131,6,3,13,4550.0
1265,MC_SC_17_s01R_514,27,5,3,False,False,True,False,False,0,26,7,6,9,0,4,0,2,2,3,0,1,2267.0
1266,MC_SC_17_s01R_515,27,6,3,False,False,False,True,False,0,25,17,0,25,3,1,1,0,3,3,3,6,2476.0
1267,MC_SC_17_s01R_516,27,9,4,False,False,False,True,False,5,32,25,0,125,2,5,0,0,41,1,3,0,3835.0
1273,MC_SC_17_s01R_517,27,4,3,False,False,False,True,False,0,15,7,0,3,5,2,5,2,9,6,3,2,1156.0
1275,MC_SC_17_s01R_518,27,5,3,False,False,False,True,False,1,8,1,1,13,7,1,3,4,7,10,6,0,917.0
1277,MC_SC_17_s01R_519,27,4,2,False,False,False,True,False,1,13,16,0,3,0,6,1,5,8,0,1,7,607.0
1281,MC_SC_17_s01R_520,27,4,2,False,False,True,False,False,69,3,27,0,24,0,14,4,4,0,10,3,6,1638.0
1283,MC_SC_17_s01R_521,27,4,3,False,False,False,True,False,1,8,6,0,2,3,5,0,11,10,2,14,0,1486.0
1291,MC_SC_17_s01R_522,27,5,3,False,False,False,True,False,1,49,53,0,12,3,12,3,4,81,4,3,7,3153.0
1292,MC_SC_17_s01R_523,27,5,4,False,False,False,True,False,0,4,30,0,3,0,2,0,3,39,4,3,8,1050.0
1294,MC_SC_17_s01R_524,27,3,2,False,False,False,True,False,0,7,14,0,4,0,1,0,1,0,0,3,6,667.0
1296,MC_SC_17_s01R_525,27,8,4,False,False,True,False,False,0,16,26,3,53,19,1,1,1,10,2,2,14,1384.0
1300,MC_SC_17_s01R_526,28,4,3,False,False,True,False,False,81,6,2,5,21,0,2,0,0,0,2,2,0,1903.0
1301,MC_SC_17_s01R_527,28,7,4,False,False,False,True,False,3,55,15,0,64,1,0,1,2,19,5,3,1,4418.0
1304,MC_SC_17_s01R_528,28,3,2,False,False,True,False,False,107,36,4,7,34,1,17,1,0,6,4,3,9,1649.0
1306,MC_SC_17_s01R_529,28,6,4,False,False,False,True,False,2,8,42,1,15,0,1,4,2,102,12,2,8,3744.0
1308,MC_SC_17_s01R_530,28,5,3,False,False,False,True,False,0,34,28,8,74,0,1,0,2,72,7,6,5,2734.0
1309,MC_SC_17_s01R_531,28,2,1,False,False,False,True,False,0,10,3,0,7,0,10,0,0,2,2,0,5,1056.0
1310,MC_SC_17_s01R_532,28,7,3,True,False,True,False,False,62,28,28,5,84,2,1,4,2,55,15,4,3,5038.0
1312,MC_SC_17_s01R_533,28,4,3,False,False,False,True,False,0,14,14,0,14,0,3,1,2,9,0,0,1,2118.0
1313,MC_SC_17_s01R_534,28,5,3,False,False,False,True,False,0,15,24,0,13,0,2,1,2,6,1,1,5,2776.0
1314,MC_SC_17_s01R_535,28,5,3,False,False,True,False,False,69,22,4,2,38,0,15,0,0,29,6,3,13,2207.0
1315,MC_SC_17_s01R_536,28,4,3,False,False,False,True,False,0,11,12,0,7,0,3,0,5,1,6,8,0,2334.0
1319,MC_SC_17_s01R_537,28,4,2,False,False,True,False,False,1,30,0,0,6,0,5,1,1,3,1,1,1,2090.0
1321,MC_SC_17_s01R_538,28,5,3,False,False,True,False,False,0,19,9,2,6,1,1,0,4,1,1,1,4,2026.0
1322,MC_SC_17_s01R_539,28,9,3,False,False,False,True,False,4,32,21,0,42,2,0,0,2,95,5,3,3,5875.0
1323,MC_SC_17_s01R_540,28,3,2,False,False,True,False,False,25,9,1,0,41,0,0,1,1,0,2,0,1,1613.0
1324,MC_SC_17_s01R_541,28,5,3,False,False,False,True,False,0,22,15,1,9,4,7,0,3,0,4,1,1,2016.0
1325,MC_SC_17_s01R_542,28,2,2,False,False,False,True,False,0,18,5,0,2,1,1,2,5,0,3,0,0,1876.0
1330,MC_SC_17_s01R_543,28,3,2,False,False,True,False,False,49,18,7,0,31,0,6,4,3,5,3,0,5,1182.0
1341,MC_SC_17_s01R_544,28,4,3,False,False,False,True,False,0,0,6,2,6,0,4,2,0,1,4,0,0,957.0
1346,MC_SC_17_s01R_545,28,3,2,False,False,False,True,False,0,11,5,0,1,0,0,2,4,0,0,0,0,825.0
1349,MC_SC_17_s01R_546,28,4,3,False,False,True,False,False,62,32,54,2,47,0,21,4,12,1,5,3,6,1494.0
1353,MC_SC_17_s01R_547,29,2,1,False,False,True,False,False,1,12,67,0,55,1,0,4,0,0,0,4,7,3346.0
1356,MC_SC_17_s01R_548,29,3,3,False,False,False,True,False,1,3,4,0,0,0,0,0,0,0,0,0,0,549.0
1357,MC_SC_17_s01R_549,29,4,2,False,False,False,True,False,2,15,11,1,60,0,3,2,1,9,7,3,5,3254.0
1358,MC_SC_17_s01R_550,29,3,2,False,False,True,False,False,77,28,4,0,19,0,6,1,0,2,5,1,7,1701.0
1362,MC_SC_17_s01R_551,29,4,2,False,False,False,True,False,0,13,2,0,8,0,3,0,0,0,0,5,0,1316.0
1363,MC_SC_17_s01R_552,29,3,2,False,False,False,True,False,2,2,14,0,0,0,2,0,0,0,0,1,1,1219.0
1364,MC_SC_17_s01R_553,29,4,3,False,False,False,True,False,2,26,32,0,13,3,4,0,7,1,1,1,4,2551.0
1366,MC_SC_17_s01R_554,29,2,1,False,False,False,True,False,9,11,22,0,5,0,0,0,0,0,0,1,2,1434.0
1367,MC_SC_17_s01R_555,29,5,3,False,False,False,True,False,4,13,16,0,0,0,4,0,0,1,0,0,2,2290.0
1368,MC_SC_17_s01R_556,29,4,3,False,False,True,False,False,59,30,3,1,91,2,1,0,1,6,4,1,4,1391.0
1369,MC_SC_17_s01R_557,29,5,3,False,False,True,False,False,0,24,11,0,38,0,3,2,3,15,6,0,0,1816.0
1370,MC_SC_17_s01R_558,29,5,3,False,False,False,True,False,1,53,29,0,91,2,7,3,5,84,20,6,1,3175.0
1371,MC_SC_17_s01R_559,29,4,3,True,False,False,True,False,6,19,17,0,7,0,6,2,6,4,4,3,0,2907.0
1375,MC_SC_17_s01R_560,29,5,3,False,False,False,True,False,4,33,9,0,3,0,9,2,5,25,4,3,0,1827.0
1376,MC_SC_17_s01R_561,29,5,3,False,False,True,False,False,0,20,36,0,3,0,0,2,1,37,3,2,10,2413.0
1377,MC_SC_17_s01R_562,29,7,3,False,False,False,True,False,0,4,10,10,144,3,0,2,0,10,4,8,0,3675.0
1379,MC_SC_17_s01R_563,29,4,2,False,False,False,True,False,4,5,7,0,2,1,3,1,1,0,3,0,0,2052.0
1381,MC_SC_17_s01R_564,29,4,3,False,False,False,True,False,1,8,17,3,0,0,0,0,0,3,2,0,2,1453.0
1382,MC_SC_17_s01R_565,29,4,3,False,False,False,True,False,1,22,8,0,0,1,1,0,2,5,1,0,5,1185.0
1383,MC_SC_17_s01R_566,29,5,4,False,False,True,False,False,0,29,8,4,37,0,3,0,0,11,3,4,1,1929.0
1388,MC_SC_17_s01R_567,29,5,3,False,False,True,False,False,0,61,39,0,22,0,6,6,3,1,5,3,1,2724.0
1408,MC_SC_17_s01R_568,29,2,2,False,False,True,False,False,0,13,12,6,7,0,3,2,0,4,3,1,0,883.0
1417,MC_SC_17_s01R_569,30,4,2,False,False,False,True,False,3,6,33,0,13,0,0,0,1,56,6,1,7,3437.0
1418,MC_SC_17_s01R_570,30,2,2,False,False,True,False,False,35,7,1,4,9,1,0,1,0,0,0,2,0,666.0
1419,MC_SC_17_s01R_571,30,6,4,False,False,True,False,False,78,13,19,3,46,2,6,1,4,9,7,2,14,1661.0
1420,MC_SC_17_s01R_572,30,3,2,False,False,True,False,False,80,25,5,9,26,1,9,3,1,6,4,0,10,1838.0
1421,MC_SC_17_s01R_573,30,5,4,False,False,False,True,False,0,3,9,0,8,0,0,3,1,6,8,0,9,1817.0
1422,MC_SC_17_s01R_574,30,8,5,False,False,False,True,False,3,10,34,1,38,3,5,2,5,161,14,2,5,5343.0
1423,MC_SC_17_s01R_575,30,4,3,False,False,True,False,False,1,14,10,4,21,0,0,0,4,0,3,0,1,2988.0
1424,MC_SC_17_s01R_576,30,3,2,False,False,True,False,False,54,6,0,7,11,0,4,6,1,4,0,3,0,1198.0
1425,MC_SC_17_s01R_577,30,4,3,False,False,True,False,False,49,28,17,8,52,0,12,3,4,22,5,3,15,1558.0
1426,MC_SC_17_s01R_578,30,4,3,False,False,False,True,False,1,5,2,0,0,1,0,0,3,0,4,0,0,1398.0
1428,MC_SC_17_s01R_579,30,3,2,False,False,False,True,False,0,4,22,0,8,3,1,0,0,3,5,1,6,1851.0
1429,MC_SC_17_s01R_580,30,8,3,False,False,True,False,False,61,20,21,9,57,6,22,7,5,42,2,1,8,2130.0
1430,MC_SC_17_s01R_581,30,5,3,False,False,True,False,False,1,20,14,1,4,1,2,0,1,4,5,0,10,2263.0
1463,MC_SC_17_s01R_582,31,3,2,False,False,True,False,False,0,8,11,9,25,0,0,1,1,0,3,0,0,1720.0
1465,MC_SC_17_s01R_583,31,6,2,False,False,True,False,False,67,25,12,0,46,0,0,2,0,15,1,0,7,1339.0
1467,MC_SC_17_s01R_584,31,3,2,False,False,True,False,False,42,13,6,0,2,0,2,3,0,0,0,1,1,1773.0
1468,MC_SC_17_s01R_585,31,2,1,False,False,True,False,False,51,14,15,0,6,0,3,0,1,4,2,0,4,947.0
1469,MC_SC_17_s01R_586,31,4,2,False,False,False,True,False,0,12,21,0,14,4,3,0,3,13,2,1,14,2681.0
1470,MC_SC_17_s01R_587,31,3,2,False,False,True,False,False,21,3,7,0,6,0,0,2,2,0,0,0,3,979.0
1471,MC_SC_17_s01R_588,31,5,3,False,False,True,False,False,2,27,12,0,40,2,12,1,3,28,6,0,6,2563.0
1472,MC_SC_17_s01R_589,31,4,2,False,False,True,False,False,43,15,14,0,23,2,0,7,0,13,2,2,8,1177.0
1473,MC_SC_17_s01R_590,31,5,3,False,False,True,False,False,1,18,1,0,0,0,7,2,1,12,8,4,2,2099.0
1475,MC_SC_17_s01R_591,31,7,3,False,False,True,False,False,96,8,6,2,49,4,6,1,3,55,9,4,8,2874.0
1477,MC_SC_17_s01R_592,31,5,3,False,False,False,True,False,5,65,14,0,45,1,5,5,2,107,17,9,0,4395.0
1500,MC_SC_17_s01R_593,31,4,2,False,False,False,True,False,0,27,30,0,5,0,13,3,2,8,4,6,11,1620.0
1503,MC_SC_17_s01R_594,31,2,2,False,False,False,True,False,0,14,3,0,3,1,0,0,0,0,0,0,0,1157.0
1510,MC_SC_17_s01R_595,32,4,2,False,False,False,True,False,0,2,8,0,2,0,0,0,0,0,2,0,5,2047.0
1517,MC_SC_17_s01R_596,32,5,3,False,False,False,True,False,3,33,23,5,156,0,5,0,2,13,2,0,0,3824.0
1520,MC_SC_17_s01R_597,32,4,3,False,False,True,False,False,46,2,13,2,10,0,0,0,0,2,6,0,0,1201.0
1521,MC_SC_17_s01R_598,32,3,2,False,False,True,False,False,2,14,5,0,2,0,1,0,0,0,0,1,0,1316.0
1522,MC_SC_17_s01R_599,32,5,2,False,False,False,True,False,10,48,15,4,104,1,11,1,3,92,3,3,3,3632.0
1523,MC_SC_17_s01R_600,32,5,2,False,False,True,False,False,48,10,8,1,9,0,0,0,0,34,5,0,0,2578.0
1524,MC_SC_17_s01R_601,32,4,2,False,False,False,True,False,1,29,1,0,3,2,8,1,5,22,4,0,2,1748.0
1525,MC_SC_17_s01R_602,32,4,3,False,False,False,True,False,3,16,0,0,1,0,5,1,2,16,2,2,0,1197.0
1526,MC_SC_17_s01R_603,32,5,4,False,False,False,True,False,0,11,15,0,1,0,7,1,3,11,1,1,0,1411.0
1527,MC_SC_17_s01R_604,32,3,2,False,False,True,False,False,0,12,6,5,27,0,1,2,2,22,6,0,5,1956.0
1528,MC_SC_17_s01R_605,32,6,4,False,False,False,True,False,1,25,13,0,33,1,5,1,3,148,18,4,0,3781.0
1529,MC_SC_17_s01R_606,32,3,3,False,False,False,True,False,0,0,7,7,0,0,1,0,0,0,0,0,0,1783.0
1530,MC_SC_17_s01R_607,32,3,1,False,False,True,False,False,1,15,36,3,5,1,6,0,0,4,1,0,0,1339.0
1532,MC_SC_17_s01R_608,32,5,3,False,False,False,True,False,0,7,11,0,14,0,0,1,1,39,7,1,1,3198.0
1533,MC_SC_17_s01R_609,32,5,3,False,False,False,True,False,3,9,2,0,14,0,9,1,0,4,2,7,0,1380.0
1536,MC_SC_17_s01R_610,32,5,4,False,False,True,False,False,4,21,3,0,2,0,4,1,0,52,1,0,11,2108.0
1569,MC_SC_17_s01R_611,32,6,4,False,False,False,True,False,0,29,99,0,264,7,2,8,12,229,14,8,0,5352.0
1573,MC_SC_17_s01R_612,33,3,2,False,False,True,False,False,59,0,17,12,1,0,0,0,0,1,3,8,0,1442.0
1578,MC_SC_17_s01R_613,33,5,3,False,False,False,True,False,0,1,10,0,8,0,1,0,1,8,1,4,5,1484.0
1580,MC_SC_17_s01R_614,33,5,4,False,False,True,False,False,119,23,37,0,82,1,2,3,2,83,5,4,1,4535.0
1581,MC_SC_17_s01R_615,33,7,6,False,False,False,True,False,0,1,25,0,1,0,1,1,0,17,4,6,0,2518.0
1584,MC_SC_17_s01R_616,33,3,1,False,False,True,False,False,81,6,25,0,0,0,0,2,0,0,1,0,0,2612.0
1585,MC_SC_17_s01R_617,33,3,2,False,False,True,False,False,48,9,7,1,20,2,4,1,0,2,4,0,6,1592.0
1587,MC_SC_17_s01R_618,33,4,3,False,False,True,False,False,127,34,48,0,98,5,0,4,5,96,8,3,4,4674.0
1588,MC_SC_17_s01R_619,33,3,2,False,False,False,True,False,0,3,17,4,0,0,7,1,1,0,0,1,0,1196.0
1589,MC_SC_17_s01R_620,33,3,2,False,False,False,True,False,0,18,9,0,6,3,8,0,5,24,4,8,0,1974.0
1590,MC_SC_17_s01R_621,33,4,2,False,True,False,True,False,1,13,9,0,2,0,0,0,1,1,5,0,0,1521.0
1592,MC_SC_17_s01R_622,33,4,3,False,False,False,True,False,0,5,16,0,4,0,3,2,2,32,4,10,0,2668.0
1593,MC_SC_17_s01R_623,33,4,2,False,False,True,False,False,0,0,3,4,12,0,4,0,0,2,2,0,0,1356.0
1594,MC_SC_17_s01R_624,33,7,3,False,False,True,False,False,2,33,10,0,18,0,5,2,3,98,3,1,1,2967.0
1596,MC_SC_17_s01R_625,33,5,3,False,False,False,True,False,2,10,18,0,55,3,9,1,2,42,8,2,0,3590.0
1598,MC_SC_17_s01R_626,33,6,2,False,False,False,True,False,0,11,0,0,0,1,0,1,1,11,4,3,1,1943.0
1650,MC_SC_17_s01R_627,34,4,3,False,False,True,False,False,1,3,15,0,3,0,0,1,0,3,3,1,8,2031.0
1657,MC_SC_17_s01R_628,34,6,3,False,False,True,False,False,65,14,6,0,12,4,22,5,6,40,4,3,5,2208.0
1659,MC_SC_17_s01R_629,34,4,3,False,False,False,True,False,0,2,25,0,1,1,15,0,2,1,3,1,2,1385.0
1661,MC_SC_17_s01R_630,34,2,1,False,False,False,True,False,0,8,13,0,2,0,1,0,1,6,4,0,0,1863.0
1717,MC_SC_17_s01R_631,35,5,4,False,False,False,True,False,0,3,22,0,2,0,0,0,1,20,4,12,0,3218.0
1719,MC_SC_17_s01R_632,35,4,3,False,False,False,True,False,0,2,13,0,0,1,7,1,4,6,0,4,4,1421.0
1720,MC_SC_17_s01R_633,35,4,2,False,False,False,True,False,0,8,16,0,11,3,0,0,0,18,6,1,10,2335.0
1721,MC_SC_17_s01R_634,35,1,1,False,False,False,True,False,0,9,0,0,0,2,2,0,3,5,0,0,1,993.0
1722,MC_SC_17_s01R_635,35,5,4,False,False,False,True,False,0,0,6,0,6,1,0,3,1,118,3,4,2,3989.0
1723,MC_SC_17_s01R_636,35,5,4,False,False,True,False,False,51,0,14,0,1,0,3,0,2,17,5,4,3,1684.0
1724,MC_SC_17_s01R_637,35,3,2,False,False,True,False,False,24,0,2,0,8,0,1,1,2,2,2,1,0,1498.0
1767,MC_SC_17_s01R_638,36,2,2,False,False,False,True,False,2,0,3,1,1,0,1,0,0,1,0,0,0,806.0
1769,MC_SC_17_s01R_639,36,4,3,False,False,False,True,False,0,0,45,0,10,2,4,3,1,76,2,0,0,3590.0
1772,MC_SC_17_s01R_640,36,4,3,False,False,False,True,False,0,0,4,0,0,0,3,0,0,6,5,6,2,2118.0
1774,MC_SC_17_s01R_641,36,4,2,False,False,False,True,False,0,0,16,0,10,0,1,1,1,14,2,3,0,3440.0
1777,MC_SC_17_s01R_642,36,4,2,False,False,False,True,False,0,2,17,0,17,4,0,0,2,2,3,0,3,2168.0
1779,MC_SC_17_s01R_643,36,4,3,False,False,False,True,False,2,3,11,0,5,0,0,0,0,11,0,2,0,2057.0
1781,MC_SC_17_s01R_644,36,2,2,False,False,False,True,False,1,2,10,0,2,1,6,0,1,3,0,0,5,2064.0
1783,MC_SC_17_s01R_645,36,4,2,False,False,True,False,False,0,6,1,4,5,0,0,1,1,9,0,0,0,940.0
1784,MC_SC_17_s01R_646,36,4,3,False,False,False,True,False,2,0,3,1,2,2,12,6,4,47,4,10,5,2493.0
1785,MC_SC_17_s01R_647,36,4,2,False,False,True,False,False,0,2,3,4,12,3,7,5,0,9,3,5,1,1322.0
1788,MC_SC_17_s01R_648,36,4,3,False,False,True,False,False,43,0,0,0,2,0,5,1,0,2,7,8,9,1591.0
1791,MC_SC_17_s01R_649,36,2,2,False,False,True,False,False,28,0,12,1,3,1,6,1,0,5,1,2,4,1226.0
1794,MC_SC_17_s01R_650,36,4,3,False,False,True,False,False,43,5,6,0,5,1,0,4,0,25,1,7,6,2029.0
1795,MC_SC_17_s01R_651,36,3,2,False,False,True,False,False,27,0,10,0,13,2,17,0,2,10,3,6,2,1126.0
1796,MC_SC_17_s01R_652,36,2,1,False,False,True,False,False,0,3,4,4,1,0,1,0,0,0,2,0,1,1864.0
1831,MC_SC_17_s01R_653,37,3,2,False,False,False,True,False,1,2,2,0,0,0,0,0,0,2,3,1,0,1762.0
1833,MC_SC_17_s01R_654,37,3,2,False,False,True,False,False,64,1,2,0,0,0,5,0,0,4,3,1,10,1322.0
1834,MC_SC_17_s01R_655,37,2,1,False,False,True,False,False,30,2,4,0,9,0,5,0,0,2,1,0,1,756.0
1876,MC_SC_17_s01R_656,38,2,2,False,False,True,False,False,43,0,20,0,0,0,5,3,1,5,1,1,0,1292.0
1884,MC_SC_17_s01R_657,38,2,2,False,False,False,True,False,8,2,14,0,1,0,1,3,1,24,0,0,0,2884.0
1885,MC_SC_17_s01R_658,38,2,2,False,False,True,False,False,71,3,29,0,1,2,6,1,1,5,1,1,1,1908.0
1889,MC_SC_17_s01R_659,38,2,2,False,False,False,True,False,0,4,33,0,3,5,16,0,4,3,4,0,9,2382.0
1944,MC_SC_17_s01R_660,39,1,1,False,False,False,True,False,3,0,13,0,0,0,3,0,1,0,0,1,0,2225.0
1952,MC_SC_17_s01R_661,39,1,1,False,False,False,True,False,0,3,14,0,1,1,10,4,3,13,0,0,6,1666.0
1972,MC_SC_17_s01R_662,34,1,1,False,True,True,False,False,16,8,0,0,4,0,0,0,0,4,0,1,4,966.0
1976,MC_SC_17_s01R_663,22,1,1,False,True,True,False,False,59,9,13,2,23,0,0,2,1,5,4,2,4,1910.0
1977,MC_SC_17_s01R_664,20,1,1,True,False,False,True,False,1,2,7,0,5,0,2,2,4,0,3,0,1,828.0
